"AÑO";"MES";"ID";"TIPOEDIFICIO";"EDIFICIO";"BARRIO";"CLASE";"GRUPO";"UNIDADES";"CONSUMO"
"2020";"4";"288";"Centros culturales y bibliotecas";"CC La Vaguada";"EL PILAR";"Gas";"Gas";"m3";"0"
"2020";"4";"1763";"Centros culturales y bibliotecas";"CC Valdebernardo y Biblioteca Francisco Ayala";"VALDEBERNARDO";"Energia activa";"Ninguno";"kWh";"3215,6526"
"2020";"4";"1763";"Centros culturales y bibliotecas";"CC Valdebernardo y Biblioteca Francisco Ayala";"VALDEBERNARDO";"Gas";"Gas";"m3";"440,1762"
"2020";"4";"853";"Centros culturales y bibliotecas";"CC/BPM Gloria Fuertes";"CORRALEJOS";"Energia activa";"Ninguno";"kWh";"1621,048"
"2020";"4";"853";"Centros culturales y bibliotecas";"CC/BPM Gloria Fuertes";"CORRALEJOS";"Gas";"Gas";"m3";"178,32"
"2020";"4";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Energia activa";"Activa Contador Gral - Bus";"kWh";"18702"
"2020";"4";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Energia reactiva";"Reactiva tarifa 6.1A";"kVAr";"6410"
"2020";"4";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Gas";"Gas";"m3";"0"
"2020";"4";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Energia activa";"Ninguno";"kWh";"11844"
"2020";"4";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"646"
"2020";"4";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Gas";"Gas";"m3";"0"
"2020";"4";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Energia activa";"Activa Interruptor Gral";"kWh";"11761"
"2020";"4";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"4193"
"2020";"4";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Gas";"Gas";"m3";"3218"
"2020";"4";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Energia activa";"Activa Interruptor Gral";"kWh";"28616"
"2020";"4";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"3998"
"2020";"4";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Gas";"Ninguno";"m3";"4547,3"
"2020";"4";"1918";"Centros deportivos";"CDM Cerro AlmodÃ³var";"SANTA EUGENIA";"Energia activa";"Ninguno";"kWh";"24479"
"2020";"4";"1918";"Centros deportivos";"CDM Cerro AlmodÃ³var";"SANTA EUGENIA";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"3221"
"2020";"4";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Energia activa";"Activa Interruptor Gral";"kWh";"2411"
"2020";"4";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"0"
"2020";"4";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Gas";"Ninguno";"m3";"0"
"2020";"4";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia activa";"Ninguno";"kWh";"40945"
"2020";"4";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"1"
"2020";"4";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Gas";"Ninguno";"m3";"3852,2"
"2020";"4";"1140";"Centros deportivos";"CDM Gallur";"CÃ�RMENES";"Energia activa";"Activa Interruptor Gral";"kWh";"21128"
"2020";"4";"1140";"Centros deportivos";"CDM Gallur";"CÃ�RMENES";"Gas";"Gas";"m3";"0"
"2020";"4";"1140";"Centros deportivos";"CDM Gallur";"CÃ�RMENES";"Gas";"Gas";"m3";"0"
"2020";"4";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Energia activa";"Activa Interruptor Gral";"kWh";"2973"
"2020";"4";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"63"
"2020";"4";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Gas";"Ninguno";"m3";"0"
"2020";"4";"1933";"Centros deportivos";"CDM La Elipa";"MEDIA LEGUA";"Gas";"Gas";"m3";"0,5"
"2020";"4";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Energia activa";"Activa Interruptor Gral";"kWh";"75780"
"2020";"4";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"0"
"2020";"4";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Gas";"Gas";"m3";"0"
"2020";"4";"1937";"Centros deportivos";"CDM Luis AragonÃ©s";"CANILLAS";"Energia activa";"Activa Interruptor Gral";"kWh";"24119"
"2020";"4";"1937";"Centros deportivos";"CDM Luis AragonÃ©s";"CANILLAS";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"1784"
"2020";"4";"1937";"Centros deportivos";"CDM Luis AragonÃ©s";"CANILLAS";"Gas";"Ninguno";"m3";"4901,3"
"2020";"4";"844";"Centros deportivos";"CDM Orcasitas";"ZOFÃ�O";"Energia activa";"Activa Interruptor Gral";"kWh";"168"
"2020";"4";"844";"Centros deportivos";"CDM Orcasitas";"ZOFÃ�O";"Energia activa";"Activa Interruptor Gral";"kWh";"769"
"2020";"4";"844";"Centros deportivos";"CDM Orcasitas";"ZOFÃ�O";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"0"
"2020";"4";"844";"Centros deportivos";"CDM Orcasitas";"ZOFÃ�O";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"5126"
"2020";"4";"1114";"Centros deportivos";"CDM Plata y CastaÃ±ar";"VILLAVERDE ALTO";"Energia activa";"Activa Interruptor Gral";"kWh";"37258"
"2020";"4";"1114";"Centros deportivos";"CDM Plata y CastaÃ±ar";"VILLAVERDE ALTO";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"535"
"2020";"4";"1114";"Centros deportivos";"CDM Plata y CastaÃ±ar";"VILLAVERDE ALTO";"Gas";"Gas";"m3";"9611"
"2020";"4";"1941";"Centros deportivos";"CDM Playa Victoria";"BERRUGUETE";"Energia activa";"Activa Interruptor Gral";"kWh";"2684"
"2020";"4";"1941";"Centros deportivos";"CDM Playa Victoria";"BERRUGUETE";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"942"
"2020";"4";"1941";"Centros deportivos";"CDM Playa Victoria";"BERRUGUETE";"Gas";"Ninguno";"m3";"0"
"2020";"4";"1889";"Centros deportivos";"CDM Pueblo Nuevo";"PUEBLO NUEVO";"Energia activa";"Activa Interruptor Gral";"kWh";"2271"
"2020";"4";"1889";"Centros deportivos";"CDM Pueblo Nuevo";"PUEBLO NUEVO";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"1163"
"2020";"4";"1889";"Centros deportivos";"CDM Pueblo Nuevo";"PUEBLO NUEVO";"Gas";"Ninguno";"m3";"0"
"2020";"4";"1541";"Centros deportivos";"CDM Samaranch";"IMPERIAL";"Energia activa";" ";"kWh";"49623"
"2020";"4";"1541";"Centros deportivos";"CDM Samaranch";"IMPERIAL";"Gas";"Gas";"m3";"9100"
"2020";"4";"1942";"Centros deportivos";"CDM San Blas";"HELLÃ�N";"Energia activa";" ";"kWh";"787"
"2020";"4";"1945";"Centros deportivos";"CDM San Juan Bautista";"SAN JUAN BAUTISTA";"Energia activa";"Activa Interruptor Gral";"kWh";"252"
"2020";"4";"1945";"Centros deportivos";"CDM San Juan Bautista";"SAN JUAN BAUTISTA";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"0"
"2020";"4";"1945";"Centros deportivos";"CDM San Juan Bautista";"SAN JUAN BAUTISTA";"Gas";"Ninguno";"m3";"0"
"2020";"4";"1950";"Centros deportivos";"CDM Vicente del Bosque";"LA PAZ";"Energia activa";"Activa Contador Gral - Bus";"kWh";"5169"
"2020";"4";"1950";"Centros deportivos";"CDM Vicente del Bosque";"LA PAZ";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"0"
"2020";"4";"1656";"Centros deportivos";"CDM Wilfred Agbonavbare - Alberto GarcÃ­a";"ENTREVÃ�AS";"Energia activa";"Activa Interruptor Gral";"kWh";"13328"
"2020";"4";"1656";"Centros deportivos";"CDM Wilfred Agbonavbare - Alberto GarcÃ­a";"ENTREVÃ�AS";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"0"
"2020";"4";"1656";"Centros deportivos";"CDM Wilfred Agbonavbare - Alberto GarcÃ­a";"ENTREVÃ�AS";"Gas";"Ninguno";"m3";"2879,9"
"2020";"4";"658";"Centros escolares";"CEIP Bolivia";"LUCERO";"Energia activa";"Activa Interruptor Gral";"kWh";"1611,1"
"2020";"4";"658";"Centros escolares";"CEIP Bolivia";"LUCERO";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"4"
"2020";"4";"658";"Centros escolares";"CEIP Bolivia";"LUCERO";"Gas";"Gas";"m3";"75,9"
"2020";"4";"49";"Centros escolares";"CEIP Claudio Moyano";"VALLEHERMOSO";"Energia activa";"Activa Interruptor Gral";"kWh";"1714,1"
"2020";"4";"49";"Centros escolares";"CEIP Claudio Moyano";"VALLEHERMOSO";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"3,9"
"2020";"4";"49";"Centros escolares";"CEIP Claudio Moyano";"VALLEHERMOSO";"Gas";"Gas";"m3";"0"
"2020";"4";"278";"Centros escolares";"CEIP ConcepciÃ³n Arenal";"COMILLAS";"Energia activa";"Activa Interruptor Gral";"kWh";"5716"
"2020";"4";"278";"Centros escolares";"CEIP ConcepciÃ³n Arenal";"COMILLAS";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"2047"
"2020";"4";"278";"Centros escolares";"CEIP ConcepciÃ³n Arenal";"COMILLAS";"Gas";"Gas";"m3";"0"
"2020";"4";"582";"Centros escolares";"CEIP Isaac Peral";"PUERTA BONITA";"Energia activa";"Activa Interruptor Gral";"kWh";"1344,2"
"2020";"4";"582";"Centros escolares";"CEIP Isaac Peral";"PUERTA BONITA";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"0,9"
"2020";"4";"582";"Centros escolares";"CEIP Isaac Peral";"PUERTA BONITA";"Gas";"Gas";"m3";"0"
"2020";"4";"1028";"Centros escolares";"CEIP MadroÃ±o";"NUMANCIA";"Energia activa";"Activa Interruptor Gral";"kWh";"1026,1"
"2020";"4";"1028";"Centros escolares";"CEIP MadroÃ±o";"NUMANCIA";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"4,7"
"2020";"4";"1028";"Centros escolares";"CEIP MadroÃ±o";"NUMANCIA";"Gas";"Gas";"m3";"0,8"
"2020";"4";"116";"Centros escolares";"CEIP Ntra Sra de la Paloma";"PALACIO";"Energia activa";"Activa Interruptor Gral";"kWh";"3423,5"
"2020";"4";"116";"Centros escolares";"CEIP Ntra Sra de la Paloma";"PALACIO";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"0,2"
"2020";"4";"116";"Centros escolares";"CEIP Ntra Sra de la Paloma";"PALACIO";"Gas";"Gas";"m3";"403,8"
"2020";"4";"167";"Centros escolares";"CEIP Ntra Sra Fuencisla";"ALMENDRALES";"Energia activa";"Activa Interruptor Gral";"kWh";"2065,4"
"2020";"4";"167";"Centros escolares";"CEIP Ntra Sra Fuencisla";"ALMENDRALES";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"20,6"
"2020";"4";"167";"Centros escolares";"CEIP Ntra Sra Fuencisla";"ALMENDRALES";"Gas";"Ninguno";"m3";"1420,3"
"2020";"4";"209";"Centros escolares";"CEIP Pi i Margall";"UNIVERSIDAD";"Energia activa";"Activa Contador Gral - Bus";"kWh";"760,1"
"2020";"4";"209";"Centros escolares";"CEIP Pi i Margall";"UNIVERSIDAD";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"-1118,3"
"2020";"4";"209";"Centros escolares";"CEIP Pi i Margall";"UNIVERSIDAD";"Gas";"Gas";"m3";"628,7"
"2020";"4";"304";"Centros escolares";"CEIP Pradolongo";"ZOFÃ�O";"Energia activa";"Activa Interruptor Gral";"kWh";"2782,8"
"2020";"4";"304";"Centros escolares";"CEIP Pradolongo";"ZOFÃ�O";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"5,6"
"2020";"4";"304";"Centros escolares";"CEIP Pradolongo";"ZOFÃ�O";"Gas";"Ninguno";"m3";"0"
"2020";"4";"108";"Centros escolares";"CEIP Puerto Rico";"ORCASITAS";"Energia activa";"Activa Interruptor Gral";"kWh";"1810,5"
"2020";"4";"108";"Centros escolares";"CEIP Puerto Rico";"ORCASITAS";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"0"
"2020";"4";"108";"Centros escolares";"CEIP Puerto Rico";"ORCASITAS";"Gas";"Ninguno";"m3";"0"
"2020";"4";"247";"Centros escolares";"CEIP Residencia San Ildefonso";"PALACIO";"Energia activa";"Activa Contador Gral - Bus";"kWh";"2815"
"2020";"4";"247";"Centros escolares";"CEIP Residencia San Ildefonso";"PALACIO";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"1936"
"2020";"4";"247";"Centros escolares";"CEIP Residencia San Ildefonso";"PALACIO";"Gas";"Gas";"m3";"2597,2"
"2020";"4";"177";"Centros escolares";"CEIP VÃ¡zquez de Mella";"PALACIO";"Energia activa";"Activa Contador Gral - Bus";"kWh";"1032,5"
"2020";"4";"177";"Centros escolares";"CEIP VÃ¡zquez de Mella";"PALACIO";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"-1666"
"2020";"4";"177";"Centros escolares";"CEIP VÃ¡zquez de Mella";"PALACIO";"Gas";"Gas";"m3";"0"
"2020";"4";"1033";"Centros culturales y bibliotecas";"Centro de Mayores San Francisco";"PALACIO";"Energia activa";"Activa Contador Gral - Bus";"kWh";"18259"
"2020";"4";"1033";"Centros culturales y bibliotecas";"Centro de Mayores San Francisco";"PALACIO";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"4458,1"
"2020";"4";"1033";"Centros culturales y bibliotecas";"Centro de Mayores San Francisco";"PALACIO";"Gas";"Gas";"m3";"0"
"2020";"4";"1083";"Centros mixtos";"Complejo La Vaguada";"EL PILAR";"Energia activa";"Activa Contador Gral - Bus";"kWh";"NO DATA"
"2020";"4";"1083";"Centros mixtos";"Complejo La Vaguada";"EL PILAR";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"NO DATA"
"2020";"4";"772";"Centros administrativos";"JMD Centro";"PALACIO";"Energia activa";"Activa Contador Gral - Bus";"kWh";""
"2020";"4";"772";"Centros administrativos";"JMD Centro";"PALACIO";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";""
"2020";"4";"772";"Centros administrativos";"JMD Centro";"PALACIO";"Gas";"Gas";"m3";"0"
"2020";"4";"1082";"Centros administrativos";"JMD Fuencarral";"EL PILAR";"Energia activa";"Ninguno";"kWh";"6229,3"
"2020";"4";"1987";"Centros deportivos";"PabellÃ³n JesÃºs RollÃ¡n";"ZOFÃ�O";"Energia activa";"Activa Interruptor Gral";"kWh";"20480"
"2020";"4";"1987";"Centros deportivos";"PabellÃ³n JesÃºs RollÃ¡n";"ZOFÃ�O";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"2059"
"2020";"4";"1987";"Centros deportivos";"PabellÃ³n JesÃºs RollÃ¡n";"ZOFÃ�O";"Gas";"Gas";"m3";"9017"
"2020";"4";"1131";"Centros mixtos";"Palacio Cibeles";"JERÃ“NIMOS";"Energia activa";"Activa Contador Gral - Bus";"kWh";"201747"
"2020";"4";"1174";"Centros administrativos";"Sede AG Hacienda";"JUSTICIA";"Energia activa";"Ninguno";"kWh";"28003"
"2020";"4";"1174";"Centros administrativos";"Sede AG Hacienda";"JUSTICIA";"Energia reactiva";"Ninguno";"kVAr";"5843"
"2020";"5";"2258";"Centros culturales y bibliotecas";"Biblioteca Ana MarÃ­a Matute";"SAN ISIDRO";"Energia activa";"Activa Interruptor Gral";"kWh";"5157"
"2020";"5";"2258";"Centros culturales y bibliotecas";"Biblioteca Ana MarÃ­a Matute";"SAN ISIDRO";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"3"
"2020";"5";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Energia activa";"Activa Interruptor Gral";"kWh";"3247"
"2020";"5";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"1702"
"2020";"5";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Gas";"Gas";"m3";"0"
"2020";"5";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Energia activa";"Activa Interruptor Gral";"kWh";"5710"
"2020";"5";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"681"
"2020";"5";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Gas";"Gas";"m3";"0"
"2020";"5";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Energia activa";"Activa Interruptor Gral";"kWh";"1932"
"2020";"5";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"173"
"2020";"5";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Gas";"Gas";"m3";"0"
"2020";"5";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Energia activa";"Activa Interruptor Gral";"kWh";"2196"
"2020";"5";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"168"
"2020";"5";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Gas";"Gas";"m3";"0"
"2020";"5";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Energia activa";"Ninguno";"kWh";"1193"
"2020";"5";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Gas";"Gas";"m3";"332,41494"
"2020";"5";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Gas";"Gas";"m3";"774,86"
"2020";"5";"2204";"Centros culturales y bibliotecas";"Biblioteca MarÃ­a LejÃ¡rraga";"VALDEFUENTES";"Energia activa";"Ninguno";"kWh";"1022,352"
"2020";"5";"941";"Centros culturales y bibliotecas";"Biblioteca Mario Vargas Llosa";"JUSTICIA";"Energia activa";"Activa Interruptor Gral";"kWh";"2956"
"2020";"5";"941";"Centros culturales y bibliotecas";"Biblioteca Mario Vargas Llosa";"JUSTICIA";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"325"
"2020";"5";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Energia activa";"Activa Interruptor Gral";"kWh";"896"
"2020";"5";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"13"
"2020";"5";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Gas";"Gas";"m3";"0"
"2020";"5";"702";"Centros culturales y bibliotecas";"Biblioteca Pablo Neruda";"PUEBLO NUEVO";"Energia activa";"Ninguno";"kWh";"4156,7"
"2020";"5";"702";"Centros culturales y bibliotecas";"Biblioteca Pablo Neruda";"PUEBLO NUEVO";"Gas";"Gas";"m3";"0"
"2020";"5";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Energia activa";"Activa Interruptor Gral";"kWh";"2610"
"2020";"5";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Energia reactiva";"Reactiva tarifa 3.0A";"kVAr";"367"
"2020";"5";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Gas";"Gas";"m3";"592,9"
"2020";"5";"906";"Centros culturales y bibliotecas";"CC Conde Duque";"UNIVERSIDAD";"Energia activa";"Activa Contador Gral - Bus";"kWh";"175526"
"2020";"5";"906";"Centros culturales y bibliotecas";"CC Conde Duque";"UNIVERSIDAD";"Energia reactiva";"Reactiva tarifa 6.1A";"kVAr";"12330"
"2020";"5";"288";"Centros culturales y bibliotecas";"CC La Vaguada";"EL PILAR";"Energia activa";"Ninguno";"kWh";"18688"
"2020";"5";"288";"Centros culturales y bibliotecas";"CC La Vaguada";"EL PILAR";"Gas";"Gas";"m3";"0"
"2020";"5";"1763";"Centros culturales y bibliotecas";"CC Valdebernardo y Biblioteca Francisco Ayala";"VALDEBERNARDO";"Energia activa";"Ninguno";"kWh";"762"
"2020";"5";"1763";"Centros culturales y bibliotecas";"CC Valdebernardo y Biblioteca Francisco Ayala";"VALDEBERNARDO";"Gas";"Gas";"m3";"0"
"2020";"5";"853";"Centros culturales y bibliotecas";"CC/BPM Gloria Fuertes";"CORRALEJOS";"Energia activa";"Ninguno";"kWh";"1725,724"
"2020";"5";"853";"Centros culturales y bibliotecas";"CC/BPM Gloria Fuertes";"CORRALEJOS";"Gas";"Gas";"m3";"0"
"2020";"5";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Energia activa";"Activa Contador Gral - Bus";"kWh";"21177"
"2020";"5";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Energia reactiva";"Reactiva tarifa 6.1A";"kVAr";"4942"
"2020";"5";"1119";"Centros mixtos";"CDI Arganzuela";"PALOS DE MOGUER";"Gas";"Gas";"m3";"0,3"
"2020";"5";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Energia activa";"Ninguno";"kWh";"8365"
"2020";"5";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"824"
"2020";"5";"631";"Centros deportivos";"CDM Aluche";"Ã�GUILAS";"Gas";"Gas";"m3";"0"
"2020";"5";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Energia activa";"Activa Interruptor Gral";"kWh";"10543"
"2020";"5";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"4421"
"2020";"5";"1971";"Centros deportivos";"CDM Ã�ngel Nieto - Puente de Vallecas";"PALOMERAS BAJAS";"Gas";"Gas";"m3";"1471"
"2020";"5";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Energia activa";"Activa Interruptor Gral";"kWh";"24124"
"2020";"5";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"2858"
"2020";"5";"1692";"Centros deportivos";"CDM Barajas";"ALAMEDA DE OSUNA";"Gas";"Ninguno";"m3";"2185,2"
"2020";"5";"1918";"Centros deportivos";"CDM Cerro AlmodÃ³var";"SANTA EUGENIA";"Energia activa";"Ninguno";"kWh";"24370"
"2020";"5";"1918";"Centros deportivos";"CDM Cerro AlmodÃ³var";"SANTA EUGENIA";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"3190"
"2020";"5";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Energia activa";"Activa Interruptor Gral";"kWh";"2560"
"2020";"5";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"74"
"2020";"5";"1825";"Centros deportivos";"CDM ConcepciÃ³n";"CONCEPCIÃ“N";"Gas";"Ninguno";"m3";"0"
"2020";"5";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia activa";"Ninguno";"kWh";"39164"
"2020";"5";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"0"
"2020";"5";"1892";"Centros deportivos";"CDM Faustina Valladolid - Valdebernardo";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Gas";"Ninguno";"m3";"2338,8"
"2020";"5";"1140";"Centros deportivos";"CDM Gallur";"CÃ�RMENES";"Energia activa";"Activa Interruptor Gral";"kWh";"20339"
"2020";"5";"1140";"Centros deportivos";"CDM Gallur";"CÃ�RMENES";"Gas";"Gas";"m3";"0"
"2020";"5";"1140";"Centros deportivos";"CDM Gallur";"CÃ�RMENES";"Gas";"Gas";"m3";"0"
"2020";"5";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Energia activa";"Activa Interruptor Gral";"kWh";"3170"
"2020";"5";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"1"
"2020";"5";"1929";"Centros deportivos";"CDM Hortaleza";"APÃ“STOL SANTIAGO";"Gas";"Ninguno";"m3";"35"
"2020";"5";"1933";"Centros deportivos";"CDM La Elipa";"MEDIA LEGUA";"Gas";"Gas";"m3";"0,6"
"2020";"5";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Energia activa";"Activa Interruptor Gral";"kWh";"78378"
"2020";"5";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Energia reactiva";"Reactiva tarifa 3.1A";"kVAr";"33"
"2020";"5";"1771";"Centros deportivos";"CDM La MasÃ³";"MIRASIERRA";"Gas";"Gas";"m3";"0"
"2020";"5";"1937";"Centros deportivos";"CDM Luis AragonÃ©s";"CANILLAS";"Energia activa";"Activa Interruptor Gral";"kWh";"24777"
