"AÑO";"MES";"ID";"TIPOEDIFICIO";"EDIFICIO";"BARRIO";"CLASE";"GRUPO";"UNIDADES";"CONSUMO"
"2021";"4";"1656";"Centros deportivos";"CDM Wilfred Agbonavbare - Alberto GarcÃ­a";"ENTREVÃ�AS";"Gas";"";"m3";"11406,89"
"2021";"4";"658";"Centros escolares";"CEIP Bolivia";"LUCERO";"Energia Activa";"Activa Interruptor Gral";"kWh";"2087,8"
"2021";"4";"658";"Centros escolares";"CEIP Bolivia";"LUCERO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"0"
"2021";"4";"658";"Centros escolares";"CEIP Bolivia";"LUCERO";"Gas";"";"m3";"228,2"
"2021";"4";"";"Centros escolares";"CEIP Ciudad de Roma";"ESTRELLA";"Energia Activa";"";"kWh";"4625,5"
"2021";"4";"";"Centros escolares";"CEIP Ciudad de Roma";"ESTRELLA";"Energia Reactiva";"";"kVAr";"568,2"
"2021";"4";"49";"Centros escolares";"CEIP Claudio Moyano";"VALLEHERMOSO";"Energia Activa";"Activa Interruptor Gral";"kWh";"4081,3"
"2021";"4";"49";"Centros escolares";"CEIP Claudio Moyano";"VALLEHERMOSO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"0"
"2021";"4";"49";"Centros escolares";"CEIP Claudio Moyano";"VALLEHERMOSO";"Gas";"";"m3";"2395,2"
"2021";"4";"278";"Centros escolares";"CEIP ConcepciÃ³n Arenal";"COMILLAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"6122"
"2021";"4";"278";"Centros escolares";"CEIP ConcepciÃ³n Arenal";"COMILLAS";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"425"
"2021";"4";"278";"Centros escolares";"CEIP ConcepciÃ³n Arenal";"COMILLAS";"Gas";"";"m3";"4591,3"
"2021";"4";"";"Centros escolares";"CEIP CristÃ³bal ColÃ³n";"VILLAVERDE ALTO";"Energia Activa";"";"kWh";"0"
"2021";"4";"";"Centros escolares";"CEIP CristÃ³bal ColÃ³n";"VILLAVERDE ALTO";"Energia Reactiva";"";"kVAr";"NO DATA"
"2021";"4";"";"Centros escolares";"CEIP CristÃ³bal ColÃ³n";"VILLAVERDE ALTO";"Gas";"";"m3";"NO DATA"
"2021";"4";"";"Centros escolares";"CEIP Escuelas Aguirre";"NIÃ‘O JESÃšS";"Energia Activa";"";"kWh";"6273"
"2021";"4";"";"Centros escolares";"CEIP Escuelas Aguirre";"NIÃ‘O JESÃšS";"Energia Reactiva";"";"kVAr";"199"
"2021";"4";"";"Centros escolares";"CEIP Fernando el CatÃ³lico";"ARAPILES";"Energia Activa";"";"kWh";"5610,3"
"2021";"4";"";"Centros escolares";"CEIP Fernando el CatÃ³lico";"ARAPILES";"Energia Reactiva";"";"kVAr";"657,4"
"2021";"4";"582";"Centros escolares";"CEIP Isaac Peral";"PUERTA BONITA";"Energia Activa";"Activa Interruptor Gral";"kWh";"3307,7"
"2021";"4";"582";"Centros escolares";"CEIP Isaac Peral";"PUERTA BONITA";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"2,1"
"2021";"4";"582";"Centros escolares";"CEIP Isaac Peral";"PUERTA BONITA";"Gas";"";"m3";"1560,34"
"2021";"4";"";"Centros escolares";"CEIP JosÃ© Calvo Sotelo";"ADELFAS";"Energia Activa";"";"kWh";"6910,1"
"2021";"4";"";"Centros escolares";"CEIP JosÃ© Calvo Sotelo";"ADELFAS";"Energia Reactiva";"";"kVAr";"1139,5"
"2021";"4";"1028";"Centros escolares";"CEIP MadroÃ±o";"NUMANCIA";"Energia Activa";"Activa Interruptor Gral";"kWh";"2756,8"
"2021";"4";"1028";"Centros escolares";"CEIP MadroÃ±o";"NUMANCIA";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"20,8"
"2021";"4";"1028";"Centros escolares";"CEIP MadroÃ±o";"NUMANCIA";"Gas";"";"m3";"0"
"2021";"4";"116";"Centros escolares";"CEIP Ntra Sra de la Paloma";"PALACIO";"Energia Activa";"Activa Interruptor Gral";"kWh";"7762,1"
"2021";"4";"116";"Centros escolares";"CEIP Ntra Sra de la Paloma";"PALACIO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"4"
"2021";"4";"116";"Centros escolares";"CEIP Ntra Sra de la Paloma";"PALACIO";"Gas";"";"m3";"3875,9"
"2021";"4";"167";"Centros escolares";"CEIP Ntra Sra Fuencisla";"ALMENDRALES";"Energia Activa";"Activa Interruptor Gral";"kWh";"4738"
"2021";"4";"167";"Centros escolares";"CEIP Ntra Sra Fuencisla";"ALMENDRALES";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"0"
"2021";"4";"167";"Centros escolares";"CEIP Ntra Sra Fuencisla";"ALMENDRALES";"Gas";"";"m3";"1821,7"
"2021";"4";"342";"Centros escolares";"CEIP Patriarca Obispo Elio Garay";"EL VISO";"Energia Activa";"";"kWh";"3574,8"
"2021";"4";"342";"Centros escolares";"CEIP Patriarca Obispo Elio Garay";"EL VISO";"Energia Reactiva";"";"kVAr";"324,5"
"2021";"4";"342";"Centros escolares";"CEIP Patriarca Obispo Elio Garay";"EL VISO";"Gas";"";"m3";"NO DATA"
"2021";"4";"209";"Centros escolares";"CEIP Pi i Margall";"UNIVERSIDAD";"Energia Activa";"Activa Interruptor Gral - Bus";"kWh";"2986,2"
"2021";"4";"209";"Centros escolares";"CEIP Pi i Margall";"UNIVERSIDAD";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"-971,6"
"2021";"4";"209";"Centros escolares";"CEIP Pi i Margall";"UNIVERSIDAD";"Gas";"";"m3";"1466,8"
"2021";"4";"304";"Centros escolares";"CEIP Pradolongo";"ZOFÃ�O";"Energia Activa";"Activa Interruptor Gral";"kWh";"5076,7"
"2021";"4";"304";"Centros escolares";"CEIP Pradolongo";"ZOFÃ�O";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"1"
"2021";"4";"304";"Centros escolares";"CEIP Pradolongo";"ZOFÃ�O";"Gas";"";"m3";"209,5"
"2021";"4";"108";"Centros escolares";"CEIP Puerto Rico";"ORCASITAS";"Energia Activa";"Activa Interruptor Gral";"kWh";"3956,4"
"2021";"4";"108";"Centros escolares";"CEIP Puerto Rico";"ORCASITAS";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"2,8"
"2021";"4";"108";"Centros escolares";"CEIP Puerto Rico";"ORCASITAS";"Gas";"";"m3";"1447,1"
"2021";"4";"247";"Centros escolares";"CEIP Residencia San Ildefonso";"PALACIO";"Energia Activa";"Activa Interruptor Gral - Bus";"kWh";"8720"
"2021";"4";"247";"Centros escolares";"CEIP Residencia San Ildefonso";"PALACIO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"2036"
"2021";"4";"247";"Centros escolares";"CEIP Residencia San Ildefonso";"PALACIO";"Gas";"";"m3";"6584,3"
"2021";"4";"143";"Centros escolares";"CEIP Rufino Blanco";"TRAFALGAR";"Energia Activa";"";"kWh";"15961"
"2021";"4";"143";"Centros escolares";"CEIP Rufino Blanco";"TRAFALGAR";"Energia Reactiva";"";"kVAr";"1095"
"2021";"4";"143";"Centros escolares";"CEIP Rufino Blanco";"TRAFALGAR";"Gas";"";"m3";"0"
"2021";"4";"177";"Centros escolares";"CEIP VÃ¡zquez de Mella";"PALACIO";"Energia Activa";"Activa Interruptor Gral - Bus";"kWh";"3114,3"
"2021";"4";"177";"Centros escolares";"CEIP VÃ¡zquez de Mella";"PALACIO";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"-1984,7"
"2021";"4";"177";"Centros escolares";"CEIP VÃ¡zquez de Mella";"PALACIO";"Gas";"";"m3";"210,5"
"2021";"4";"1033";"Centros culturales y bibliotecas";"Centro de Mayores San Francisco";"PALACIO";"Energia Activa";"Activa Interruptor Gral - Bus";"kWh";"18315,1"
"2021";"4";"1033";"Centros culturales y bibliotecas";"Centro de Mayores San Francisco";"PALACIO";"Energia Reactiva";"Reactiva tarifa 3.0A";"kVAr";"3881,2"
"2021";"4";"1033";"Centros culturales y bibliotecas";"Centro de Mayores San Francisco";"PALACIO";"Gas";"";"m3";"0"
"2021";"4";"644";"Otras dependencias";"Centro Integral de FormaciÃ³n de Seguridad y Emergencias";"LUCERO";"Gas";"";"m3";"0"
"2021";"4";"";"Centros culturales y bibliotecas";"CMM Acuario";"CASCO HISTÃ“RICO DE BARAJAS";"Energia Activa";"";"kWh";"11240,1"
"2021";"4";"";"Centros culturales y bibliotecas";"CMM Acuario";"CASCO HISTÃ“RICO DE BARAJAS";"Energia Reactiva";"";"kVAr";"2415,4"
"2021";"4";"";"Centros culturales y bibliotecas";"CMM El Almendro";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia Activa";"";"kWh";"1897"
"2021";"4";"";"Centros culturales y bibliotecas";"CMM El Almendro";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia Reactiva";"";"kVAr";"204"
"2021";"4";"";"Centros culturales y bibliotecas";"CMM Orcasur";"ORCASUR";"Energia Activa";"";"kWh";"9494"
"2021";"4";"";"Centros culturales y bibliotecas";"CMM Orcasur";"ORCASUR";"Energia Reactiva";"";"kVAr";"9267"
"2021";"4";"1359";"Centros mixtos";"Complejo Antonio Machado (CC, CM, Bib y EM)";"ARCOS";"Energia Activa";"";"kWh";"21478"
"2021";"4";"1359";"Centros mixtos";"Complejo Antonio Machado (CC, CM, Bib y EM)";"ARCOS";"Energia Reactiva";"";"kVAr";"0"
"2021";"4";"1359";"Centros mixtos";"Complejo Antonio Machado (CC, CM, Bib y EM)";"ARCOS";"Gas";"";"m3";"0"
"2021";"4";"1083";"Centros mixtos";"Complejo La Vaguada";"EL PILAR";"Energia Activa";"";"kWh";"NO DATA"
"2021";"4";"1083";"Centros mixtos";"Complejo La Vaguada";"EL PILAR";"Energia Reactiva";"";"kVAr";"NO DATA"
"2021";"4";"473";"Centros sociales";"CS Teresa de Calcuta";"ALAMEDA DE OSUNA";"Energia Activa";"";"kWh";"20529"
"2021";"4";"473";"Centros sociales";"CS Teresa de Calcuta";"ALAMEDA DE OSUNA";"Energia Reactiva";"";"kVAr";"3218"
"2021";"4";"2446";"Centros mixtos";"CSC Montecarmelo";"EL GOLOSO";"Energia Activa";"";"kWh";"13220"
"2021";"4";"2446";"Centros mixtos";"CSC Montecarmelo";"EL GOLOSO";"Energia Reactiva";"";"kVAr";"10994"
"2021";"4";"2446";"Centros mixtos";"CSC Montecarmelo";"EL GOLOSO";"Gas";"";"m3";"2992"
"2021";"4";"";"Centros sociales";"CSS Guindalera";"GUINDALERA";"Energia Activa";"";"kWh";"18242,2"
"2021";"4";"";"Centros sociales";"CSS Guindalera";"GUINDALERA";"Energia Reactiva";"";"kVAr";"7142,9"
"2021";"4";"";"Centros sociales";"CSS JosÃ© Villarreal";"CHOPERA";"Energia Activa";"";"kWh";"16558"
"2021";"4";"";"Centros sociales";"CSS JosÃ© Villarreal";"CHOPERA";"Energia Reactiva";"";"kVAr";"1645"
"2021";"4";"";"Centros sociales";"CSS Puerto de las Pilas";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Activa";"";"kWh";"5141"
"2021";"4";"";"Centros sociales";"CSS Puerto de las Pilas";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Reactiva";"";"kVAr";"1920"
"2021";"4";"";"Centros sociales";"CSS San Filiberto";"MOSCARDÃ“";"Energia Activa";"";"kWh";"5218"
"2021";"4";"";"Centros sociales";"CSS San Filiberto";"MOSCARDÃ“";"Energia Reactiva";"";"kVAr";"179"
"2021";"4";"772";"Centros administrativos";"JMD Centro";"PALACIO";"Energia Activa";"";"kWh";"22145"
"2021";"4";"772";"Centros administrativos";"JMD Centro";"PALACIO";"Energia Reactiva";"";"kVAr";"6769"
"2021";"4";"772";"Centros administrativos";"JMD Centro";"PALACIO";"Gas";"";"m3";"3001,5"
"2021";"4";"97";"Centros administrativos";"JMD ChamberÃ­";"ALMAGRO";"Energia Activa";"";"kWh";"10835"
"2021";"4";"97";"Centros administrativos";"JMD ChamberÃ­";"ALMAGRO";"Energia Reactiva";"";"kVAr";"1567"
"2021";"4";"97";"Centros administrativos";"JMD ChamberÃ­";"ALMAGRO";"Gas";"";"m3";"1531,9"
"2021";"4";"";"Centros administrativos";"JMD Ciudad Lineal";"PUEBLO NUEVO";"Energia Activa";"";"kWh";"35430"
"2021";"4";"";"Centros administrativos";"JMD Ciudad Lineal";"PUEBLO NUEVO";"Energia Reactiva";"";"kVAr";"10424"
"2021";"4";"1082";"Centros administrativos";"JMD Fuencarral";"EL PILAR";"Energia Activa";"";"kWh";"5862,5"
"2021";"4";"1082";"Centros administrativos";"JMD Fuencarral";"EL PILAR";"Energia Reactiva";"";"kVAr";"171,1"
"2021";"4";"";"Centros administrativos";"JMD Hortaleza";"CANILLAS";"Energia Activa";"";"kWh";"9418"
"2021";"4";"";"Centros administrativos";"JMD Hortaleza";"CANILLAS";"Energia Reactiva";"";"kVAr";"5532"
"2021";"4";"547";"Centros administrativos";"JMD Latina";"Ã�GUILAS";"Energia Activa";"";"kWh";"14384"
"2021";"4";"547";"Centros administrativos";"JMD Latina";"Ã�GUILAS";"Energia Reactiva";"";"kVAr";"3903"
"2021";"4";"1547";"Centros administrativos";"JMD Retiro";"PACÃ�FICO";"Energia Activa";"";"kWh";"38461,3"
"2021";"4";"1547";"Centros administrativos";"JMD Retiro";"PACÃ�FICO";"Gas";"";"m3";"4120,1"
"2021";"4";"1974";"Centros administrativos";"JMD San Blas";"ROSAS";"Energia Activa";"";"kWh";"14828"
"2021";"4";"1974";"Centros administrativos";"JMD San Blas";"ROSAS";"Energia Reactiva";"";"kVAr";"992"
"2021";"4";"1974";"Centros administrativos";"JMD San Blas";"ROSAS";"Gas";"";"m3";"4150,4"
"2021";"4";"38";"Centros administrativos";"JMD TetuÃ¡n";"ALMENARA";"Energia Activa";"";"kWh";"6936"
"2021";"4";"38";"Centros administrativos";"JMD TetuÃ¡n";"ALMENARA";"Energia Reactiva";"";"kVAr";"9"
"2021";"4";"38";"Centros administrativos";"JMD TetuÃ¡n";"ALMENARA";"Gas";"";"m3";"6025,2"
"2021";"4";"1092";"Centros administrativos";"JMD Usera";"PRADOLONGO";"Energia Activa";"";"kWh";"22663"
"2021";"4";"1092";"Centros administrativos";"JMD Usera";"PRADOLONGO";"Energia Reactiva";"";"kVAr";"4173"
"2021";"4";"";"Centros administrativos";"JMD Villa de Vallecas";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Activa";"";"kWh";"21186"
"2021";"4";"";"Centros administrativos";"JMD Villa de Vallecas";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Reactiva";"";"kVAr";"2268"
"2021";"4";"1109";"Centros administrativos";"JMD Villaverde";"VILLAVERDE ALTO";"Gas";"";"m3";"1224,7"
"2021";"4";"";"Centros administrativos";"Madrid Emprende";"CIUDAD JARDÃ�N";"Energia Activa";"";"kWh";"5356"
"2021";"4";"";"Centros administrativos";"Madrid Emprende";"CIUDAD JARDÃ�N";"Energia Reactiva";"";"kVAr";"0"
"2021";"4";"";"Centros culturales y bibliotecas";"Museo de Historia";"JUSTICIA";"Energia Activa";"";"kWh";"34"
"2021";"4";"";"Centros culturales y bibliotecas";"Museo de Historia";"JUSTICIA";"Energia Reactiva";"";"kVAr";"2"
"2021";"4";"";"Centros culturales y bibliotecas";"Museo de Historia";"JUSTICIA";"Gas";"";"m3";"2810,3"
"2021";"4";"1987";"Centros deportivos";"PabellÃ³n JesÃºs RollÃ¡n";"ZOFÃ�O";"Energia Activa";"Activa Interruptor Gral";"kWh";"30722"
"2021";"4";"1987";"Centros deportivos";"PabellÃ³n JesÃºs RollÃ¡n";"ZOFÃ�O";"Energia Reactiva";"Reactiva tarifa 3.1A";"kVAr";"179"
"2021";"4";"1987";"Centros deportivos";"PabellÃ³n JesÃºs RollÃ¡n";"ZOFÃ�O";"Gas";"";"m3";"16749"
"2021";"4";"1131";"Centros mixtos";"Palacio Cibeles";"JERÃ“NIMOS";"Energia Activa";"";"kWh";"431122"
"2021";"4";"1131";"Centros mixtos";"Palacio Cibeles";"JERÃ“NIMOS";"Energia Reactiva";"";"kVAr";"12910"
"2021";"4";"1131";"Centros mixtos";"Palacio Cibeles";"JERÃ“NIMOS";"Gas";"";"m3";"0"
"2021";"4";"1046";"Centros culturales y bibliotecas";"Planetario de Madrid";"LEGAZPI";"Gas";"";"m3";"2873"
"2021";"4";"1174";"Centros administrativos";"Sede AG Hacienda";"JUSTICIA";"Energia Activa";"";"kWh";"136957"
"2021";"4";"1174";"Centros administrativos";"Sede AG Hacienda";"JUSTICIA";"Energia Reactiva";"";"kVAr";"1698"
"2021";"4";"1392";"Otras dependencias";"UID Villa de Vallecas";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Activa";"";"kWh";"4463,2"
"2021";"4";"1392";"Otras dependencias";"UID Villa de Vallecas";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Reactiva";"";"kVAr";"2449,6"
"2021";"5";"";"Centros sociales";"Apartamentos Tutelados Retiro";"ESTRELLA";"Energia Activa";"";"kWh";"18992,2"
"2021";"5";"";"Centros sociales";"Apartamentos Tutelados Retiro";"ESTRELLA";"Energia Reactiva";"";"kVAr";"4768,7"
"2021";"5";"2258";"Centros culturales y bibliotecas";"Biblioteca Ana MarÃ­a Matute";"SAN ISIDRO";"Energia Activa";"";"kWh";"11582"
"2021";"5";"2258";"Centros culturales y bibliotecas";"Biblioteca Ana MarÃ­a Matute";"SAN ISIDRO";"Energia Reactiva";"";"kVAr";"9"
"2021";"5";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Energia Activa";"";"kWh";"NO DATA"
"2021";"5";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Energia Reactiva";"";"kVAr";"NO DATA"
"2021";"5";"2178";"Centros culturales y bibliotecas";"Biblioteca Ã�ngel GonzÃ¡lez";"ALUCHE";"Gas";"";"m3";"0"
"2021";"5";"1160";"Centros culturales y bibliotecas";"Biblioteca DÃ¡maso Alonso";"CASTILLA";"Energia Activa";"";"kWh";"2334,3"
"2021";"5";"1160";"Centros culturales y bibliotecas";"Biblioteca DÃ¡maso Alonso";"CASTILLA";"Energia Reactiva";"";"kVAr";"12,8"
"2021";"5";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Energia Activa";"";"kWh";"28513"
"2021";"5";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Energia Reactiva";"";"kVAr";"9555"
"2021";"5";"2096";"Centros culturales y bibliotecas";"Biblioteca Eugenio TrÃ­as";"JERÃ“NIMOS";"Gas";"";"m3";"235,9"
"2021";"5";"";"Centros culturales y bibliotecas";"Biblioteca Gabriel GarcÃ­a MÃ¡rquez";"ORCASUR";"Energia Activa";"";"kWh";"NO DATA"
"2021";"5";"";"Centros culturales y bibliotecas";"Biblioteca Gabriel GarcÃ­a MÃ¡rquez";"ORCASUR";"Energia Reactiva";"";"kVAr";"NO DATA"
"2021";"5";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Activa";"";"kWh";"3561"
"2021";"5";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Energia Reactiva";"";"kVAr";"29"
"2021";"5";"1208";"Centros culturales y bibliotecas";"Biblioteca Gerardo Diego";"CASCO HISTÃ“RICO DE VALLECAS";"Gas";"";"m3";"484,3"
"2021";"5";"782";"Centros culturales y bibliotecas";"Biblioteca IvÃ¡n de Vargas";"PALACIO";"Energia Activa";"";"kWh";"4191"
"2021";"5";"782";"Centros culturales y bibliotecas";"Biblioteca IvÃ¡n de Vargas";"PALACIO";"Energia Reactiva";"";"kVAr";"244"
"2021";"5";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Energia Activa";"";"kWh";"4716"
"2021";"5";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Energia Reactiva";"";"kVAr";"117"
"2021";"5";"1526";"Centros culturales y bibliotecas";"Biblioteca JosÃ© Hierro";"ROSAS";"Gas";"";"m3";"1007,4"
"2021";"5";"1908";"Centros culturales y bibliotecas";"Biblioteca La Chata";"VISTA ALEGRE";"Energia Activa";"";"kWh";"NO DATA"
"2021";"5";"1908";"Centros culturales y bibliotecas";"Biblioteca La Chata";"VISTA ALEGRE";"Energia Reactiva";"";"kVAr";"NO DATA"
"2021";"5";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Energia Activa";"";"kWh";"4484"
"2021";"5";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Energia Reactiva";"";"kVAr";"707"
"2021";"5";"509";"Centros culturales y bibliotecas";"Biblioteca La Elipa - Islas Filipinas";"VENTAS";"Gas";"";"m3";"579,6"
"2021";"5";"1912";"Centros culturales y bibliotecas";"Biblioteca Manuel VÃ¡zquez MontalbÃ¡n";"BELLAS VISTAS";"Energia Activa";"";"kWh";"11016,3"
"2021";"5";"1912";"Centros culturales y bibliotecas";"Biblioteca Manuel VÃ¡zquez MontalbÃ¡n";"BELLAS VISTAS";"Energia Reactiva";"";"kVAr";"2666,8"
"2021";"5";"2204";"Centros culturales y bibliotecas";"Biblioteca MarÃ­a LejÃ¡rraga";"VALDEFUENTES";"Energia Activa";"";"kWh";"14467,45"
"2021";"5";"941";"Centros culturales y bibliotecas";"Biblioteca Mario Vargas Llosa";"JUSTICIA";"Energia Activa";"";"kWh";"11127"
"2021";"5";"941";"Centros culturales y bibliotecas";"Biblioteca Mario Vargas Llosa";"JUSTICIA";"Energia Reactiva";"";"kVAr";"4477"
"2021";"5";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Energia Activa";"";"kWh";"12629"
"2021";"5";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Energia Reactiva";"";"kVAr";"6503"
"2021";"5";"850";"Centros culturales y bibliotecas";"Biblioteca Miguel Delibes";"MEDIA LEGUA";"Gas";"";"m3";"1372,5"
"2021";"5";"702";"Centros culturales y bibliotecas";"Biblioteca Pablo Neruda";"PUEBLO NUEVO";"Energia Activa";"";"kWh";"5554,1"
"2021";"5";"702";"Centros culturales y bibliotecas";"Biblioteca Pablo Neruda";"PUEBLO NUEVO";"Gas";"";"m3";"1214,1"
"2021";"5";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Energia Activa";"";"kWh";"2740"
"2021";"5";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Energia Reactiva";"";"kVAr";"236"
"2021";"5";"20";"Centros culturales y bibliotecas";"Biblioteca PÃ­o Baroja";"ACACIAS";"Gas";"";"m3";"165,3"
"2021";"5";"143";"Centros culturales y bibliotecas";"CC AgustÃ­n DÃ­az";"CASA DE CAMPO";"Energia Activa";"";"kWh";"1071,5"
"2021";"5";"143";"Centros culturales y bibliotecas";"CC AgustÃ­n DÃ­az";"CASA DE CAMPO";"Energia Reactiva";"";"kVAr";"518,7"
"2021";"5";"143";"Centros culturales y bibliotecas";"CC AgustÃ­n DÃ­az";"CASA DE CAMPO";"Gas";"";"m3";"0"
"2021";"5";"396";"Centros culturales y bibliotecas";"CC Alberto SÃ¡nchez+Biblioteca Portazgo";"NUMANCIA";"Energia Activa";"";"kWh";"4154"
"2021";"5";"396";"Centros culturales y bibliotecas";"CC Alberto SÃ¡nchez+Biblioteca Portazgo";"NUMANCIA";"Energia Reactiva";"";"kVAr";"39,2"
"2021";"5";"396";"Centros culturales y bibliotecas";"CC Alberto SÃ¡nchez+Biblioteca Portazgo";"NUMANCIA";"Gas";"";"m3";"603,4"
"2021";"5";"1880";"Centros culturales y bibliotecas";"CC Alfredo Kraus";"MIRASIERRA";"Energia Activa";"";"kWh";"9582"
"2021";"5";"1880";"Centros culturales y bibliotecas";"CC Alfredo Kraus";"MIRASIERRA";"Energia Reactiva";"";"kVAr";"38"
"2021";"5";"1880";"Centros culturales y bibliotecas";"CC Alfredo Kraus";"MIRASIERRA";"Gas";"";"m3";"2976,7"
"2021";"5";"";"Centros culturales y bibliotecas";"CC Bib Buena Vista";"GUINDALERA";"Gas";"";"m3";"NO DATA"
"2021";"5";"";"Centros culturales y bibliotecas";"CC Bohemios";"LOS Ã�NGELES";"Energia Activa";"";"kWh";"1932,1"
"2021";"5";"";"Centros culturales y bibliotecas";"CC Bohemios";"LOS Ã�NGELES";"Energia Reactiva";"";"kVAr";"265"
"2021";"5";"1106";"Centros culturales y bibliotecas";"CC Carril del Conde";"CANILLAS";"Energia Activa";"";"kWh";"12112"
"2021";"5";"1106";"Centros culturales y bibliotecas";"CC Carril del Conde";"CANILLAS";"Energia Reactiva";"";"kVAr";"199"
"2021";"5";"1106";"Centros culturales y bibliotecas";"CC Carril del Conde";"CANILLAS";"Gas";"";"m3";"2738"
"2021";"5";"88";"Centros culturales y bibliotecas";"CC Casa del Reloj";"CHOPERA";"Energia Activa";"";"kWh";"8423,2"
"2021";"5";"88";"Centros culturales y bibliotecas";"CC Casa del Reloj";"CHOPERA";"Energia Reactiva";"";"kVAr";"1703,1"
"2021";"5";"906";"Centros culturales y bibliotecas";"CC Conde Duque";"UNIVERSIDAD";"Energia Activa";"Activa Contador Gral - Bus";"kWh";"226070"
"2021";"5";"906";"Centros culturales y bibliotecas";"CC Conde Duque";"UNIVERSIDAD";"Energia Reactiva";"Reactiva tarifa 6.1A";"kVAr";"32940"
"2021";"5";"2011";"Centros culturales y bibliotecas";"CC Eduardo Ãšrculo & Biblioteca MarÃ­a Zambrano";"ALMENARA";"Energia Activa";"";"kWh";"36437"
"2021";"5";"2011";"Centros culturales y bibliotecas";"CC Eduardo Ãšrculo & Biblioteca MarÃ­a Zambrano";"ALMENARA";"Energia Reactiva";"";"kVAr";"12427"
"2021";"5";"2011";"Centros culturales y bibliotecas";"CC Eduardo Ãšrculo & Biblioteca MarÃ­a Zambrano";"ALMENARA";"Gas";"";"m3";"0"
"2021";"5";"1028";"Centros culturales y bibliotecas";"CC El MadroÃ±o + Bib. VicÃ¡lvaro";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia Activa";"";"kWh";"11417"
"2021";"5";"1028";"Centros culturales y bibliotecas";"CC El MadroÃ±o + Bib. VicÃ¡lvaro";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Energia Reactiva";"";"kVAr";"290"
"2021";"5";"1028";"Centros culturales y bibliotecas";"CC El MadroÃ±o + Bib. VicÃ¡lvaro";"CASCO HISTÃ“RICO DE VICÃ�LVARO";"Gas";"";"m3";"0"
"2021";"5";"1017";"Centros culturales y bibliotecas";"CC El Torito";"VINATEROS";"Energia Activa";"";"kWh";"2973,2"
"2021";"5";"1017";"Centros culturales y bibliotecas";"CC El Torito";"VINATEROS";"Energia Reactiva";"";"kVAr";"27,4"
"2021";"5";"1017";"Centros culturales y bibliotecas";"CC El Torito";"VINATEROS";"Gas";"";"m3";"0"
"2021";"5";"1073";"Centros culturales y bibliotecas";"CC Fernando de los RÃ­os Y Biblioteca Aluche";"ALUCHE";"Energia Activa";"";"kWh";"22683"
"2021";"5";"1073";"Centros culturales y bibliotecas";"CC Fernando de los RÃ­os Y Biblioteca Aluche";"ALUCHE";"Energia Reactiva";"";"kVAr";"3471"
